Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1970","1970","tonnes","1501","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1974","1974","tonnes","1735","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1978","1978","tonnes","1527","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1981","1981","tonnes","1509","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1985","1985","tonnes","1595","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1989","1989","tonnes","1997","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1993","1993","tonnes","1625","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","1997","1997","tonnes","6653","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","2000","2000","tonnes","8499","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","2004","2004","tonnes","11903","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","2006","2006","tonnes","11703","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","2008","2008","tonnes","15466","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","2010","2010","tonnes","20061","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","2012","2012","tonnes","19720","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23140.07","Avoine laminée","2014","2014","tonnes","21231.26","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1965","1965","tonnes","399280","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1970","1970","tonnes","434683","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1974","1974","tonnes","476346","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1978","1978","tonnes","497510","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1981","1981","tonnes","462232","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1985","1985","tonnes","425637","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1989","1989","tonnes","454993","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1993","1993","tonnes","621189","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","1997","1997","tonnes","334268","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","2000","2000","tonnes","340676","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","2004","2004","tonnes","406105","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","2006","2006","tonnes","408301","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","2008","2008","tonnes","569232","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","2010","2010","tonnes","549809","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","2012","2012","tonnes","523342","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01312","Bananes","2014","2014","tonnes","596383.7","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1965","1965","tonnes","735300","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1970","1970","tonnes","449526","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1974","1974","tonnes","195258","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1978","1978","tonnes","609131","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1981","1981","tonnes","694986","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1985","1985","tonnes","231480","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1989","1989","tonnes","281934","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1993","1993","tonnes","352971","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","1997","1997","tonnes","437790","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","2000","2000","tonnes","454147","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","2004","2004","tonnes","235087","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","2006","2006","tonnes","178325","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","2008","2008","tonnes","339809","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","2010","2010","tonnes","682484","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","2012","2012","tonnes","284858","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0111","Blé","2014","2014","tonnes","513652.77","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1965","1965","tonnes","9101","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1970","1970","tonnes","18253","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1974","1974","tonnes","9700","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1978","1978","tonnes","37300","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1981","1981","tonnes","5203","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1985","1985","tonnes","7128","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1989","1989","tonnes","18651","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1993","1993","tonnes","43702","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","1997","1997","tonnes","88469","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","2000","2000","tonnes","100926","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","2004","2004","tonnes","117889","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","2006","2006","tonnes","137136","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","2008","2008","tonnes","142030","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","2010","2010","tonnes","148467","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","2012","2012","tonnes","163963","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01229","Cantaloup et autres melons","2014","2014","tonnes","170421.53","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1965","1965","tonnes","23486","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1970","1970","tonnes","32277","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1974","1974","tonnes","61138","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1978","1978","tonnes","73342","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1981","1981","tonnes","88925","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1985","1985","tonnes","127310","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1989","1989","tonnes","125578","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1993","1993","tonnes","94471","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","1997","1997","tonnes","83818","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","2000","2000","tonnes","101353","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","2004","2004","tonnes","111009","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","2006","2006","tonnes","102487","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","2008","2008","tonnes","121965","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","2010","2010","tonnes","121668","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","2012","2012","tonnes","137908","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01251","Carottes et navets","2014","2014","tonnes","140152.68","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01449.02","Chanvre","2014","2014","tonnes","164.3","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1965","1965","tonnes","7776","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1970","1970","tonnes","8770","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1974","1974","tonnes","15746","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1978","1978","tonnes","13643","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1981","1981","tonnes","23948","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1985","1985","tonnes","33665","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1989","1989","tonnes","31103","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1993","1993","tonnes","25788","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","1997","1997","tonnes","30178","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","2000","2000","tonnes","33491","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","2004","2004","tonnes","36407","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","2006","2006","tonnes","36880","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","2008","2008","tonnes","41642","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","2010","2010","tonnes","46746","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","2012","2012","tonnes","45170","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01212","Choux","2014","2014","tonnes","50412.05","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1965","1965","tonnes","86486","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1970","1970","tonnes","96251","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1974","1974","tonnes","103166","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1978","1978","tonnes","116514","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1981","1981","tonnes","115884","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1985","1985","tonnes","125469","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1989","1989","tonnes","144265","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1993","1993","tonnes","118441","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","1997","1997","tonnes","123192","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","2000","2000","tonnes","116281","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","2004","2004","tonnes","118066","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","2006","2006","tonnes","111355","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","2008","2008","tonnes","115440","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","2010","2010","tonnes","126466","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","2012","2012","tonnes","137725","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01322","Citrons et limes","2014","2014","tonnes","135954.01","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1965","1965","tonnes","11600","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1970","1970","tonnes","5010","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1974","1974","tonnes","19569","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1978","1978","tonnes","14549","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1981","1981","tonnes","39441","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1985","1985","tonnes","63018","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1989","1989","tonnes","87507","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1993","1993","tonnes","132423","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","1997","1997","tonnes","203026","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","2000","2000","tonnes","267897","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","2004","2004","tonnes","210345","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","2006","2006","tonnes","208182","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","2008","2008","tonnes","247433","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","2010","2010","tonnes","253111","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","2012","2012","tonnes","285466","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","23110","Farine de blé et de méteil","2014","2014","tonnes","360134.58","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1965","1965","tonnes","108520","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1970","1970","tonnes","441584","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1974","1974","tonnes","564041","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1978","1978","tonnes","782098","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1981","1981","tonnes","564021","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1985","1985","tonnes","600004","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1989","1989","tonnes","256158","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1993","1993","tonnes","517011","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","1997","1997","tonnes","680445","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","2000","2000","tonnes","440851","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","2004","2004","tonnes","482343","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","2006","2006","tonnes","359214","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","2008","2008","tonnes","437904","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","2010","2010","tonnes","541528","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","2012","2012","tonnes","647673","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","0141","Fèves de soja","2014","2014","tonnes","701438.16","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1965","1965","tonnes","29401","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1970","1970","tonnes","708","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1974","1974","tonnes","20321","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1978","1978","tonnes","17156","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1981","1981","tonnes","10682","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1985","1985","tonnes","1332","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1989","1989","tonnes","5231","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1993","1993","tonnes","8460","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","1997","1997","tonnes","1501","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","2000","2000","tonnes","3420","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","2004","2004","tonnes","1807","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","2006","2006","tonnes","3914","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","2008","2008","tonnes","6003","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","2010","2010","tonnes","1988","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","2012","2012","tonnes","7493","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01702","Fèves et féveroles, sèches","2014","2014","tonnes","15003.5","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1965","1965","tonnes","63571","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1970","1970","tonnes","38819","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1974","1974","tonnes","23191","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1978","1978","tonnes","39617","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1981","1981","tonnes","27342","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1985","1985","tonnes","10691","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1989","1989","tonnes","8940","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1993","1993","tonnes","6278","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","1997","1997","tonnes","20339","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","2000","2000","tonnes","20483","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","2004","2004","tonnes","28802","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","2006","2006","tonnes","29081","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","2008","2008","tonnes","42128","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","2010","2010","tonnes","29606","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","2012","2012","tonnes","38757","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01441","Graines de lin","2014","2014","tonnes","41672.7","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01701","Haricots secs","1965","1965","tonnes","35542","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","250","France","5610","Importations - Quantité","01701","Haricots secs","1970","1970","tonnes","43950","A","Chiffre officiel",""
